,ID,Tweet,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Polarity,Emotions,ProcessedText,Handle,DerivedDate,hhmmss,DayCat
54,54,Whether city- or business trip - @easyJet offers with the beginning of the new summer timetable 42 new destinations… https://t.co/sj2oqnFeyZ,FALSE,2,berlinairport,1/30/2018 14:53,TRUE,9.58E+17,9.58E+17,377307157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",berlinairport,1,FALSE,FALSE,NA,NA,positive,unknown,@JoeCessnaPilot @EssexPR @easyJet Excuse me? At the moment I’m sat next to my daughters hospital bed. My partner ph… t.co/0GZwSgpSaP,@easyJet,1/30/2018 14:53,14:53:00,Noon
55,55,@JoeCessnaPilot @EssexPR @easyJet £800 that could do him better off while likely taking time off work to tend to a… https://t.co/jHqLAxIAS0,FALSE,1,JoeCessnaPilot,1/30/2018 14:52,TRUE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrJrWarner,0,FALSE,FALSE,NA,NA,positive,unknown,"@bradleyjames22 @easyJet It’s his 8 year old girl . It’s not a scam , it’s not a move 
Proof of the situation shoul… t.co/u4DW8xO0ZI",@easyJet,1/30/2018 14:52,14:52:00,Noon
56,56,@JoeCessnaPilot @EssexPR @easyJet Excuse me? At the moment I’m sat next to my daughters hospital bed. My partner ph… https://t.co/0GZwSgpSaP,FALSE,2,JoeCessnaPilot,1/30/2018 14:52,TRUE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jamiec1979,0,FALSE,FALSE,NA,NA,neutral,anger,@EssexPR @easyJet ..all my money back via insurance! It seems shit but is just how things work in these situations,@easyJet,1/30/2018 14:52,14:52:00,Noon
57,57,"@bradleyjames22 @easyJet It’s his 8 year old girl . It’s not a scam , it’s not a move 
Proof of the situation shoul… https://t.co/u4DW8xO0ZI",FALSE,2,bradleyjames22,1/30/2018 14:52,TRUE,9.58E+17,9.58E+17,355407893,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,2,FALSE,FALSE,NA,NA,positive,joy,@EssexPR @easyJet Some ppl are just rotten to the core it amazes me that this cretin actually took time out to write that shame on him,@easyJet,1/30/2018 14:52,14:52:00,Noon
58,58,@EssexPR @easyJet ..all my money back via insurance! It seems shit but is just how things work in these situations,FALSE,0,bradleyjames22,1/30/2018 14:52,FALSE,9.58E+17,9.58E+17,355407893,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",bradleyjames22,0,FALSE,FALSE,NA,NA,positive,unknown,"@EssexPR @easyJet These things happen, it doesn’t mean companies have to change their policies to suit. They fly 80… t.co/6ZDQaD43HT",@easyJet,1/30/2018 14:52,14:52:00,Noon
59,59,@EssexPR @easyJet Some ppl are just rotten to the core it amazes me that this cretin actually took time out to write that shame on him,FALSE,1,EssexPR,1/30/2018 14:52,FALSE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jackiehandleyva,0,FALSE,FALSE,NA,NA,negative,sadness,@JoeCessnaPilot @jamiec1979 @EssexPR @easyJet You’re pathetic. You are sat there shouting at someone you don’t know… t.co/wEMLiZzN9v,@easyJet,1/30/2018 14:52,14:52:00,Noon
60,60,"@EssexPR @easyJet These things happen, it doesn’t mean companies have to change their policies to suit. They fly 80… https://t.co/6ZDQaD43HT",FALSE,1,EssexPR,1/30/2018 14:52,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JoeCessnaPilot,1,FALSE,FALSE,NA,NA,negative,unknown,"@easyJet your flights to Croatia have doubled in price in the last week, how much more do you anticipate them risin… t.co/oKa8NOcohO",@easyJet,1/30/2018 14:52,14:52:00,Noon
61,61,@JoeCessnaPilot @jamiec1979 @EssexPR @easyJet You’re pathetic. You are sat there shouting at someone you don’t know… https://t.co/wEMLiZzN9v,FALSE,4,JoeCessnaPilot,1/30/2018 14:51,TRUE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrJrWarner,0,FALSE,FALSE,NA,NA,negative,sadness,@JoeCessnaPilot @easyJet Obviously with proof of the two ops u absolute knob . Go away you have no backers on this argument,@easyJet,1/30/2018 14:51,14:51:00,Noon
62,62,"@easyJet your flights to Croatia have doubled in price in the last week, how much more do you anticipate them risin… https://t.co/oKa8NOcohO",FALSE,0,easyJet,1/30/2018 14:51,TRUE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StrongBrows,0,FALSE,FALSE,NA,NA,negative,sadness,"@EssexPR @easyJet This is the issue Adam I agree with you, but in reality all of these things are non refundable I… t.co/fu2OeOg9ZE",@easyJet,1/30/2018 14:51,14:51:00,Noon
63,63,@JoeCessnaPilot @easyJet Obviously with proof of the two ops u absolute knob . Go away you have no backers on this argument,FALSE,0,JoeCessnaPilot,1/30/2018 14:51,FALSE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,0,FALSE,FALSE,NA,NA,negative,unknown,@BordersofAdv @easyJet Going to make a positive effort to do coordinated dressing with all my flights in 2018. I th… t.co/oQz2LlSWfD,@easyJet,1/30/2018 14:51,14:51:00,Noon
64,64,"@EssexPR @easyJet This is the issue Adam I agree with you, but in reality all of these things are non refundable I… https://t.co/fu2OeOg9ZE",FALSE,1,EssexPR,1/30/2018 14:50,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",bradleyjames22,1,FALSE,FALSE,NA,NA,positive,surprise,@EssexPR @easyJet You’d refund him straight away based on only his word? I’d don’t think you’d be in business very… t.co/DT2tSGJDJk,@easyJet,1/30/2018 14:50,14:50:00,Noon
65,65,@BordersofAdv @easyJet Going to make a positive effort to do coordinated dressing with all my flights in 2018. I th… https://t.co/oQz2LlSWfD,FALSE,0,BordersofAdv,1/30/2018 14:50,TRUE,9.58E+17,9.58E+17,15582847,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alongdustyroads,0,FALSE,FALSE,NA,NA,positive,unknown,His daughter suddenly taken ill and needed two ops . She can’t travel and he’s asking if easyJet can do something r… t.co/ZUjMVxkstj,@easyJet,1/30/2018 14:50,14:50:00,Noon
66,66,@EssexPR @easyJet You’d refund him straight away based on only his word? I’d don’t think you’d be in business very… https://t.co/DT2tSGJDJk,FALSE,1,EssexPR,1/30/2018 14:50,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JoeCessnaPilot,1,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet Sorry I don’t see where to change the passport expiry under this section, can you tell me where to click",@easyJet,1/30/2018 14:50,14:50:00,Noon
67,67,His daughter suddenly taken ill and needed two ops . She can’t travel and he’s asking if easyJet can do something r… https://t.co/ZUjMVxkstj,FALSE,13,NA,1/30/2018 14:48,TRUE,NA,9.58E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,0,FALSE,FALSE,NA,NA,negative,unknown,Found him! #FindFlowerman @easyJet t.co/Z7d3Z74A89,@easyJet,1/30/2018 14:48,14:48:00,Noon
68,68,"@easyJet Sorry I don’t see where to change the passport expiry under this section, can you tell me where to click",FALSE,0,easyJet,1/30/2018 14:46,FALSE,9.58E+17,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oboyle11,0,FALSE,FALSE,NA,NA,negative,sadness,"@easyJet Hi. Can you clarify the Tweet below? @easyjet stated it was valid in 2014?
t.co/2TPLAhxLe2",@easyJet,1/30/2018 14:46,14:46:00,Noon
69,69,Found him! #FindFlowerman @easyJet https://t.co/Z7d3Z74A89,FALSE,0,NA,1/30/2018 14:45,FALSE,NA,9.58E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MichaelByles,0,FALSE,FALSE,NA,NA,positive,unknown,"Flying @easyJet on my birthday is starting to become a thing. This year,   flying home from Edinburgh, last year fl… t.co/9AVXgQGc3P",@easyJet,1/30/2018 14:45,14:45:00,Noon
71,71,"Flying @easyJet on my birthday is starting to become a thing. This year,   flying home from Edinburgh, last year fl… https://t.co/9AVXgQGc3P",FALSE,0,NA,1/30/2018 14:38,TRUE,NA,9.58E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hajane,0,FALSE,FALSE,NA,NA,negative,unknown,"@EssexPR @easyJet Nothing terrible about it, in all walks of life there are non refundable purchases. Just because… t.co/dMOvjFK3VA",@easyJet,1/30/2018 14:38,14:38:00,Noon
72,72,@easyJet hi there i sent a personal message. Appreciate response,FALSE,0,easyJet,1/30/2018 14:32,FALSE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KakRubi,0,FALSE,FALSE,NA,NA,positive,joy,"@leonsopinion @easyJet I've transferred my flights to Manchester - landing just before 5, kick off is at 9. So hope… t.co/Ta2ruKEaS4",@easyJet,1/30/2018 14:32,14:32:00,Noon
73,73,"@EssexPR @easyJet Nothing terrible about it, in all walks of life there are non refundable purchases. Just because… https://t.co/dMOvjFK3VA",FALSE,0,EssexPR,1/30/2018 14:30,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JoeCessnaPilot,0,FALSE,FALSE,NA,NA,neutral,fear,@easyJet why is there no sign up In the airport saying customers can only bag drop 2 hours before departure? The ap… t.co/tw3fvLAKM4,@easyJet,1/30/2018 14:30,14:30:00,Noon
74,74,"@leonsopinion @easyJet I've transferred my flights to Manchester - landing just before 5, kick off is at 9. So hope… https://t.co/Ta2ruKEaS4",FALSE,1,leonsopinion,1/30/2018 14:27,TRUE,9.58E+17,9.58E+17,634883360,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",bjarm_,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet I’ve DM’d you, John. Thanks",@easyJet,1/30/2018 14:27,14:27:00,Noon
75,75,@easyJet why is there no sign up In the airport saying customers can only bag drop 2 hours before departure? The ap… https://t.co/tw3fvLAKM4,FALSE,0,easyJet,1/30/2018 14:21,TRUE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lsb2411,0,FALSE,FALSE,NA,NA,positive,unknown,"RT @tifftaff_86: @easyJet some good PR for you here, too bad it doesnst mention that there were no free drinks awarded and to be fair we co…",@easyJet,1/30/2018 14:21,14:21:00,Noon
76,76,"@easyJet I’ve DM’d you, John. Thanks",FALSE,0,easyJet,1/30/2018 14:21,FALSE,9.58E+17,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jamiec1979,0,FALSE,FALSE,NA,NA,positive,unknown,"While #womensrights defenders are still fighting against #GenderPayGap, @easyJet chief has cut his salary down to m… t.co/RJ7gSDYT9k",@easyJet,1/30/2018 14:21,14:21:00,Noon
77,77,"RT @tifftaff_86: @easyJet some good PR for you here, too bad it doesnst mention that there were no free drinks awarded and to be fair we co…",FALSE,0,NA,1/30/2018 14:19,FALSE,NA,9.58E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,1,TRUE,FALSE,NA,NA,positive,joy,"@easyJet Hi, are the seats on flights guaranteed if a package holiday is booked with EasyJet?",@easyJet,1/30/2018 14:19,14:19:00,Noon
78,78,"While #womensrights defenders are still fighting against #GenderPayGap, @easyJet chief has cut his salary down to m… https://t.co/RJ7gSDYT9k",FALSE,0,NA,1/30/2018 14:17,TRUE,NA,9.58E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Greenhouse_PR,0,FALSE,FALSE,NA,NA,negative,unknown,@JoeCessnaPilot @easyJet She will thankfully make a recovery and he wants to take his daughter away when she recove… t.co/LpKwlpuRFY,@easyJet,1/30/2018 14:17,14:17:00,Noon
79,79,"@easyJet Hi, are the seats on flights guaranteed if a package holiday is booked with EasyJet?",FALSE,0,easyJet,1/30/2018 14:17,FALSE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SHED8888,0,FALSE,FALSE,NA,NA,positive,unknown,"@JoeCessnaPilot @jamiec1979 @EssexPR @easyJet Joe, please crash your plane into a fucking cliff. You absolute shit cunt.",@easyJet,1/30/2018 14:17,14:17:00,Noon
80,80,@JoeCessnaPilot @easyJet She will thankfully make a recovery and he wants to take his daughter away when she recove… https://t.co/LpKwlpuRFY,FALSE,0,JoeCessnaPilot,1/30/2018 14:16,TRUE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet some good PR for you here, too bad it doesnst mention that there were no free drinks awarded and to be fai… t.co/T0v5a20EIc",@easyJet,1/30/2018 14:16,14:16:00,Noon
81,81,"@JoeCessnaPilot @jamiec1979 @EssexPR @easyJet Joe, please crash your plane into a fucking cliff. You absolute shit cunt.",FALSE,2,JoeCessnaPilot,1/30/2018 14:15,FALSE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iamkanelyons,0,FALSE,FALSE,NA,NA,positive,joy,"@EssexPR @easyJet The amount of money isn’t relevant it’s been paid, so either he has a holiday or doesn’t. The air… t.co/oJMD7AILPz",@easyJet,1/30/2018 14:15,14:15:00,Noon
82,82,"@easyJet some good PR for you here, too bad it doesnst mention that there were no free drinks awarded and to be fai… https://t.co/T0v5a20EIc",FALSE,0,easyJet,1/30/2018 14:13,TRUE,NA,9.58E+17,38676903,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tifftaff_86,1,FALSE,FALSE,NA,NA,neutral,joy,@JoeCessnaPilot @easyJet He’s looking after his daughter . She’s ok atm thankgod and £800 is a lot of money so whil… t.co/cXqakYuvDF,@easyJet,1/30/2018 14:13,14:13:00,Noon
83,83,"@EssexPR @easyJet The amount of money isn’t relevant it’s been paid, so either he has a holiday or doesn’t. The air… https://t.co/oJMD7AILPz",FALSE,0,EssexPR,1/30/2018 14:10,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoeCessnaPilot,0,FALSE,FALSE,NA,NA,positive,unknown,@EssexPR @easyJet I think he should be more worried about his daughter simply surviving her emergency surgery. £800… t.co/85IexkUD2R,@easyJet,1/30/2018 14:10,14:10:00,Noon
84,84,@JoeCessnaPilot @easyJet He’s looking after his daughter . She’s ok atm thankgod and £800 is a lot of money so whil… https://t.co/cXqakYuvDF,FALSE,1,JoeCessnaPilot,1/30/2018 14:07,TRUE,9.58E+17,9.58E+17,9.45E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet This is the booking reference: ESZZN3V 
When can you come back to us?",@easyJet,1/30/2018 14:07,14:07:00,Noon
85,85,@EssexPR @easyJet I think he should be more worried about his daughter simply surviving her emergency surgery. £800… https://t.co/85IexkUD2R,FALSE,0,EssexPR,1/30/2018 14:05,TRUE,9.58E+17,9.58E+17,41702018,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoeCessnaPilot,0,FALSE,FALSE,NA,NA,neutral,unknown,"How dare you say that to him you nasty piece of work

He’s trying to salvage nearly £800 because he cannot now take… t.co/8tSMRUHPKB",@easyJet,1/30/2018 14:05,14:05:00,Noon
86,86,"@easyJet This is the booking reference: ESZZN3V 
When can you come back to us?",FALSE,0,easyJet,1/30/2018 14:03,FALSE,9.58E+17,9.58E+17,38676903,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tsinghy,0,FALSE,FALSE,NA,NA,positive,unknown,"@easyJet @monicaforde PS Also don't appreciate fact that they have ignored me since yesterday morning, since I poin… t.co/GnYbxgUWFJ",@easyJet,1/30/2018 14:03,14:03:00,Noon
87,87,"How dare you say that to him you nasty piece of work

He’s trying to salvage nearly £800 because he cannot now take… https://t.co/8tSMRUHPKB",FALSE,5,NA,1/30/2018 14:02,TRUE,NA,9.58E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EssexPR,1,FALSE,FALSE,NA,NA,neutral,unknown,"@easyJet hi, I’m flying with you in a few weeks from London to Basel (with speedy boarding). I will have my carry o… t.co/Xi6msiDUeq",@easyJet,1/30/2018 14:02,14:02:00,Noon
88,88,"@easyJet @monicaforde PS Also don't appreciate fact that they have ignored me since yesterday morning, since I poin… https://t.co/GnYbxgUWFJ",FALSE,0,Twitstalker,1/30/2018 14:01,TRUE,9.58E+17,9.58E+17,14500512,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Twitstalker,0,FALSE,FALSE,NA,NA,positive,joy,RT @Twitstalker: @easyJet @monicaforde 2/2 have not had memo. Tell me expenses will not be refunded in case of diversion. Would appreciate…,@easyJet,1/30/2018 14:01,14:01:00,Noon
89,89,"@easyJet hi, I’m flying with you in a few weeks from London to Basel (with speedy boarding). I will have my carry o… https://t.co/Xi6msiDUeq",FALSE,0,easyJet,1/30/2018 13:58,TRUE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShelleyNewton86,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyjet in Barcelona shall here from me as soon as I get off this plane. I’m not here for the disrespect displayed… t.co/ECKddDTIlb,@easyJet,1/30/2018 13:58,13:58:00,Noon
90,90,RT @Twitstalker: @easyJet @monicaforde 2/2 have not had memo. Tell me expenses will not be refunded in case of diversion. Would appreciate…,FALSE,0,NA,1/30/2018 13:57,FALSE,NA,9.58E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,positive,unknown,"RT @Twitstalker: @easyJet @monicaforde 1/2 Scott, would appreciate your help. Had same situation, flight GVA-Bristol diverted and landed at…",@easyJet,1/30/2018 13:57,13:57:00,Noon
91,91,@easyjet in Barcelona shall here from me as soon as I get off this plane. I’m not here for the disrespect displayed… https://t.co/ECKddDTIlb,FALSE,0,easyJet,1/30/2018 13:56,TRUE,NA,9.58E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Derrick_Okyere_,0,FALSE,FALSE,NA,NA,negative,sadness,"RT @JoeCessnaPilot: @jackiehandleyva @jamiec1979 @easyJet They are a no refund airline, they make no secret of that. Everyone is aware of t…",@easyJet,1/30/2018 13:56,13:56:00,Noon
92,92,"RT @Twitstalker: @easyJet @monicaforde 1/2 Scott, would appreciate your help. Had same situation, flight GVA-Bristol diverted and landed at…",FALSE,0,NA,1/30/2018 13:56,FALSE,NA,9.58E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,neutral,joy,RT @JoeCessnaPilot: @jamiec1979 @EssexPR @easyJet Your priorities are fucked up!! Your daughter is in emergency surgery and you’re more con…,@easyJet,1/30/2018 13:56,13:56:00,Noon
93,93,"RT @JoeCessnaPilot: @jackiehandleyva @jamiec1979 @easyJet They are a no refund airline, they make no secret of that. Everyone is aware of t…",FALSE,0,NA,1/30/2018 13:56,FALSE,NA,9.58E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,negative,unknown,Big it up 4 @easyJet !! t.co/oGC3lN6ml2,@easyJet,1/30/2018 13:56,13:56:00,Noon
94,94,RT @JoeCessnaPilot: @jamiec1979 @EssexPR @easyJet Your priorities are fucked up!! Your daughter is in emergency surgery and you’re more con…,FALSE,0,NA,1/30/2018 13:53,FALSE,NA,9.58E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,positive,unknown,@easyJet @monicaforde 2/2 have not had memo. Tell me expenses will not be refunded in case of diversion. Would appreciate your help.,@easyJet,1/30/2018 13:53,13:53:00,Noon
